LED - 1cm,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent - Peak Equivalent to LED 90uW/cm^2/nm peak,,Florescent- 1cm,,Florescent- 1cm,,Florescent- 1cm,
Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance,Wavelength,Absolute Irradiance
277.042,0,277.042,0,277.042,0,277.042,0,277.042,0,277.042,0,277.042,0
277.301,0,277.301,0,277.301,0,277.301,0,277.301,0,277.301,0,277.301,0
277.56,0,277.56,0,277.56,0,277.56,0,277.56,0,277.56,0,277.56,0
277.819,0,277.819,0,277.819,0,277.819,0,277.819,0,277.819,0,277.819,0
278.078,0,278.078,0,278.078,0,278.078,0,278.078,0,278.078,0,278.078,0
278.337,0,278.337,0,278.337,0,278.337,0,278.337,0,278.337,0,278.337,0
278.596,0,278.596,0,278.596,0,278.596,0,278.596,0,278.596,0,278.596,0
278.855,0,278.855,0,278.855,0,278.855,0,278.855,0,278.855,0,278.855,0
279.114,0,279.114,0,279.114,0,279.114,0,279.114,0,279.114,0,279.114,0
279.373,0,279.373,0,279.373,0,279.373,0,279.373,0,279.373,0,279.373,0
279.632,0,279.632,0,279.632,0,279.632,0,279.632,0,279.632,0,279.632,0
279.891,0,279.891,0,279.891,0,279.891,0,279.891,0,279.891,0,279.891,0
280.15,0,280.15,0,280.15,0,280.15,0,280.15,0,280.15,0,280.15,0
280.409,0,280.409,0,280.409,0,280.409,0,280.409,0,280.409,0,280.409,0
280.667,0,280.667,0,280.667,0,280.667,0,280.667,0,280.667,0,280.667,0
280.926,0,280.926,0,280.926,0,280.926,0,280.926,0,280.926,0,280.926,0
281.185,0,281.185,0,281.185,0,281.185,0,281.185,0,281.185,0,281.185,0
281.444,0,281.444,0,281.444,0,281.444,0,281.444,0,281.444,0,281.444,0
281.703,0,281.703,0,281.703,0,281.703,0,281.703,0,281.703,0,281.703,0
281.961,0,281.961,0,281.961,0,281.961,0,281.961,0,281.961,0,281.961,0
282.22,0,282.22,0,282.22,0,282.22,0,282.22,0,282.22,0,282.22,0
282.479,0,282.479,0,282.479,0,282.479,0,282.479,0,282.479,0,282.479,0
282.737,0,282.737,0,282.737,0,282.737,0,282.737,0,282.737,0,282.737,0
282.996,0,282.996,0,282.996,0,282.996,0,282.996,0,282.996,0,282.996,0
283.255,0,283.255,0,283.255,0,283.255,0,283.255,0,283.255,0,283.255,0
283.513,0,283.513,0,283.513,0,283.513,0,283.513,0,283.513,0,283.513,0
283.772,0,283.772,0,283.772,0,283.772,0,283.772,0,283.772,0,283.772,0
284.03,0,284.03,0,284.03,0,284.03,0,284.03,0,284.03,0,284.03,0
284.289,0,284.289,0,284.289,0,284.289,0,284.289,0,284.289,0,284.289,0
284.547,0,284.547,0,284.547,0,284.547,0,284.547,0,284.547,0,284.547,0
284.806,0,284.806,0,284.806,0,284.806,0,284.806,0,284.806,0,284.806,0
285.065,0,285.065,0,285.065,0,285.065,0,285.065,0,285.065,0,285.065,0
285.323,0,285.323,0,285.323,0,285.323,0,285.323,0,285.323,0,285.323,0
285.581,0,285.581,0,285.581,0,285.581,0,285.581,0,285.581,0,285.581,0
285.84,0,285.84,0,285.84,0,285.84,0,285.84,0,285.84,0,285.84,0
286.098,0,286.098,0,286.098,0,286.098,0,286.098,0,286.098,0,286.098,0
286.357,0,286.357,0,286.357,0,286.357,0,286.357,0,286.357,0,286.357,0
286.615,0,286.615,0,286.615,0,286.615,0,286.615,0,286.615,0,286.615,0
286.873,0,286.873,0,286.873,0,286.873,0,286.873,0,286.873,0,286.873,0
287.132,0,287.132,0,287.132,0,287.132,0,287.132,0,287.132,0,287.132,0
287.39,0,287.39,0,287.39,0,287.39,0,287.39,0,287.39,0,287.39,0
287.649,0,287.649,0,287.649,0,287.649,0,287.649,0,287.649,0,287.649,0
287.907,0,287.907,0,287.907,0,287.907,0,287.907,0,287.907,0,287.907,0
288.165,0,288.165,0,288.165,0,288.165,0,288.165,0,288.165,0,288.165,0
288.423,0,288.423,0,288.423,0,288.423,0,288.423,0,288.423,0,288.423,0
288.682,0,288.682,0,288.682,0,288.682,0,288.682,0,288.682,0,288.682,0
288.94,0,288.94,0,288.94,0,288.94,0,288.94,0,288.94,0,288.94,0
289.198,0,289.198,0,289.198,0,289.198,0,289.198,0,289.198,0,289.198,0
289.456,0,289.456,0,289.456,0,289.456,0,289.456,0,289.456,0,289.456,0
289.714,0,289.714,0,289.714,0,289.714,0,289.714,0,289.714,0,289.714,0
289.972,0,289.972,0,289.972,0,289.972,0,289.972,0,289.972,0,289.972,0
290.231,0,290.231,0,290.231,0,290.231,0,290.231,0,290.231,0,290.231,0
290.489,0,290.489,0,290.489,0,290.489,0,290.489,0,290.489,0,290.489,0
290.747,0,290.747,0,290.747,0,290.747,0,290.747,0,290.747,0,290.747,0
291.005,0,291.005,0,291.005,0,291.005,0,291.005,0,291.005,0,291.005,0
291.263,0,291.263,0,291.263,0,291.263,0,291.263,0,291.263,0,291.263,0
291.521,0,291.521,0,291.521,0,291.521,0,291.521,0,291.521,0,291.521,0
291.779,0,291.779,0,291.779,0,291.779,0,291.779,0,291.779,0,291.779,0
292.037,0,292.037,0,292.037,0,292.037,0,292.037,0,292.037,0,292.037,0
292.295,0,292.295,0,292.295,0,292.295,0,292.295,0,292.295,0,292.295,0
292.553,0,292.553,0,292.553,0,292.553,0,292.553,0,292.553,0,292.553,0
292.811,0,292.811,0,292.811,0,292.811,0,292.811,0,292.811,0,292.811,0
293.069,0,293.069,0,293.069,0,293.069,0,293.069,0,293.069,0,293.069,0
293.327,0,293.327,0,293.327,0,293.327,0,293.327,0,293.327,0,293.327,0
293.585,0,293.585,0,293.585,0,293.585,0,293.585,0,293.585,0,293.585,0
293.842,0,293.842,0,293.842,0,293.842,0,293.842,0,293.842,0,293.842,0
294.1,0,294.1,0,294.1,0,294.1,0,294.1,0,294.1,0,294.1,0
294.358,0,294.358,0,294.358,0,294.358,0,294.358,0,294.358,0,294.358,0
294.616,0,294.616,0,294.616,0,294.616,0,294.616,0,294.616,0,294.616,0
294.874,0,294.874,0,294.874,0,294.874,0,294.874,0,294.874,0,294.874,0
295.131,0,295.131,0,295.131,0,295.131,0,295.131,0,295.131,0,295.131,0
295.389,0,295.389,0,295.389,0,295.389,0,295.389,0,295.389,0,295.389,0
295.647,0,295.647,0,295.647,0,295.647,0,295.647,0,295.647,0,295.647,0
295.905,0,295.905,0,295.905,0,295.905,0,295.905,0,295.905,0,295.905,0
296.162,0,296.162,0,296.162,0,296.162,0,296.162,0,296.162,0,296.162,0
296.42,0,296.42,0,296.42,0,296.42,0,296.42,0,296.42,0,296.42,0
296.678,0,296.678,0,296.678,0,296.678,0,296.678,0,296.678,0,296.678,0
296.935,0,296.935,0,296.935,0,296.935,0,296.935,0,296.935,0,296.935,0
297.193,0,297.193,0,297.193,0,297.193,0,297.193,0,297.193,0,297.193,0
297.451,0,297.451,0,297.451,0,297.451,0,297.451,0,297.451,0,297.451,0
297.708,0,297.708,0,297.708,0,297.708,0,297.708,0,297.708,0,297.708,0
297.966,0,297.966,0,297.966,0,297.966,0,297.966,0,297.966,0,297.966,0
298.223,0,298.223,0,298.223,0,298.223,0,298.223,0,298.223,0,298.223,0
298.481,0,298.481,0,298.481,0,298.481,0,298.481,0,298.481,0,298.481,0
298.738,0,298.738,0,298.738,0,298.738,0,298.738,0,298.738,0,298.738,0
298.996,0,298.996,0,298.996,0,298.996,0,298.996,0,298.996,0,298.996,0
299.253,0,299.253,0,299.253,0,299.253,0,299.253,0,299.253,0,299.253,0
299.511,0,299.511,0,299.511,0,299.511,0,299.511,0,299.511,0,299.511,0
299.768,0,299.768,0,299.768,0,299.768,0,299.768,0,299.768,0,299.768,0
300.026,0,300.026,0,300.026,0,300.026,0,300.026,0,300.026,0,300.026,0
300.283,0,300.283,0,300.283,0,300.283,0,300.283,0,300.283,0,300.283,0
300.54,0,300.54,0,300.54,0,300.54,0,300.54,0,300.54,0,300.54,0
300.798,0,300.798,0,300.798,0,300.798,0,300.798,0,300.798,0,300.798,0
301.055,0,301.055,0,301.055,0,301.055,0,301.055,0,301.055,0,301.055,0
301.312,0,301.312,0,301.312,0,301.312,0,301.312,0,301.312,0,301.312,0
301.57,0,301.57,0,301.57,0,301.57,0,301.57,0,301.57,0,301.57,0
301.827,0,301.827,0,301.827,0,301.827,0,301.827,0,301.827,0,301.827,0
302.084,0,302.084,0,302.084,0,302.084,0,302.084,0,302.084,0,302.084,0
302.342,0,302.342,0,302.342,0,302.342,0,302.342,0,302.342,0,302.342,0
302.599,0,302.599,0,302.599,0,302.599,0,302.599,0,302.599,0,302.599,0
302.856,0,302.856,0,302.856,0,302.856,0,302.856,0,302.856,0,302.856,0
303.113,0,303.113,0,303.113,0,303.113,0,303.113,0,303.113,0,303.113,0
303.37,0,303.37,0,303.37,0,303.37,0,303.37,0,303.37,0,303.37,0
303.627,0,303.627,0,303.627,0,303.627,0,303.627,0,303.627,0,303.627,0
303.885,0,303.885,0,303.885,0,303.885,0,303.885,0,303.885,0,303.885,0
304.142,0,304.142,0,304.142,0,304.142,0,304.142,0,304.142,0,304.142,0
304.399,0,304.399,0,304.399,0,304.399,0,304.399,0,304.399,0,304.399,0
304.656,0,304.656,0,304.656,0,304.656,0,304.656,0,304.656,0,304.656,0
304.913,0,304.913,0,304.913,0,304.913,0,304.913,0,304.913,0,304.913,0
305.17,0,305.17,0,305.17,0,305.17,0,305.17,0,305.17,0,305.17,0
305.427,0,305.427,0,305.427,0,305.427,0,305.427,0,305.427,0,305.427,0
305.684,0,305.684,0,305.684,0,305.684,0,305.684,0,305.684,0,305.684,0
305.941,0,305.941,0,305.941,0,305.941,0,305.941,0,305.941,0,305.941,0
306.198,0,306.198,0,306.198,0,306.198,0,306.198,0,306.198,0,306.198,0
306.455,0,306.455,0,306.455,0,306.455,0,306.455,0,306.455,0,306.455,0
306.712,0,306.712,0,306.712,0,306.712,0,306.712,0,306.712,0,306.712,0
306.969,0,306.969,0,306.969,0,306.969,0,306.969,0,306.969,0,306.969,0
307.226,0,307.226,0,307.226,0,307.226,0,307.226,0,307.226,0,307.226,0
307.483,0,307.483,0,307.483,0,307.483,0,307.483,0,307.483,0,307.483,0
307.739,0,307.739,0,307.739,0,307.739,0,307.739,0,307.739,0,307.739,0
307.996,0,307.996,0,307.996,0,307.996,0,307.996,0,307.996,0,307.996,0
308.253,0,308.253,0,308.253,0,308.253,0,308.253,0,308.253,0,308.253,0
308.51,0,308.51,0,308.51,0,308.51,0,308.51,0,308.51,0,308.51,0
308.767,0,308.767,0,308.767,0,308.767,0,308.767,0,308.767,0,308.767,0
309.023,0,309.023,0,309.023,0,309.023,0,309.023,0,309.023,0,309.023,0
309.28,0,309.28,0,309.28,0,309.28,0,309.28,0,309.28,0,309.28,0
309.537,0,309.537,0,309.537,0,309.537,0,309.537,0,309.537,0,309.537,0
309.794,0,309.794,0,309.794,0,309.794,0,309.794,0,309.794,0,309.794,0
310.05,0,310.05,0,310.05,0,310.05,0,310.05,0,310.05,0,310.05,0
310.307,0,310.307,0,310.307,0,310.307,0,310.307,0,310.307,0,310.307,0
310.564,0,310.564,0,310.564,0,310.564,0,310.564,0,310.564,0,310.564,0
310.82,0,310.82,0,310.82,0,310.82,0,310.82,0,310.82,0,310.82,0
311.077,0,311.077,0,311.077,0,311.077,0,311.077,0,311.077,0,311.077,0
311.333,0,311.333,0,311.333,0,311.333,0,311.333,0,311.333,0,311.333,0
311.59,0,311.59,0,311.59,0,311.59,0,311.59,0,311.59,0,311.59,0
311.847,0,311.847,0,311.847,0,311.847,0,311.847,0,311.847,0,311.847,0
312.103,0,312.103,0,312.103,0,312.103,0,312.103,0,312.103,0,312.103,0
312.36,0,312.36,0,312.36,0,312.36,0,312.36,0,312.36,0,312.36,0
312.616,0,312.616,0,312.616,0,312.616,0,312.616,0,312.616,0,312.616,0
312.873,0,312.873,0,312.873,0,312.873,0,312.873,0,312.873,0,312.873,0
313.129,0,313.129,0,313.129,0,313.129,0,313.129,0,313.129,0,313.129,0
313.385,0,313.385,0,313.385,0,313.385,0,313.385,0,313.385,0,313.385,0
313.642,0,313.642,0,313.642,0,313.642,0,313.642,0,313.642,0,313.642,0
313.898,0,313.898,0,313.898,0,313.898,0,313.898,0,313.898,0,313.898,0
314.155,0,314.155,0,314.155,0,314.155,0,314.155,0,314.155,0,314.155,0
314.411,0,314.411,0,314.411,0,314.411,0,314.411,0,314.411,0,314.411,0
314.667,0,314.667,0,314.667,0,314.667,0,314.667,0,314.667,0,314.667,0
314.924,0,314.924,0,314.924,0,314.924,0,314.924,0,314.924,0,314.924,0
315.18,0,315.18,0,315.18,0,315.18,0,315.18,0,315.18,0,315.18,0
315.436,0,315.436,0,315.436,0,315.436,0,315.436,0,315.436,0,315.436,0
315.693,0,315.693,0,315.693,0,315.693,0,315.693,0,315.693,0,315.693,0
315.949,0,315.949,0,315.949,0,315.949,0,315.949,0,315.949,0,315.949,0
316.205,0,316.205,0,316.205,0,316.205,0,316.205,0,316.205,0,316.205,0
316.461,0,316.461,0,316.461,0,316.461,0,316.461,0,316.461,0,316.461,0
316.718,0,316.718,0,316.718,0,316.718,0,316.718,0,316.718,0,316.718,0
316.974,0,316.974,0,316.974,0,316.974,0,316.974,0,316.974,0,316.974,0
317.23,0,317.23,0,317.23,0,317.23,0,317.23,0,317.23,0,317.23,0
317.486,0,317.486,0,317.486,0,317.486,0,317.486,0,317.486,0,317.486,0
317.742,0,317.742,0,317.742,0,317.742,0,317.742,0,317.742,0,317.742,0
317.998,0,317.998,0,317.998,0,317.998,0,317.998,0,317.998,0,317.998,0
318.254,0,318.254,0,318.254,0,318.254,0,318.254,0,318.254,0,318.254,0
318.51,0,318.51,0,318.51,0,318.51,0,318.51,0,318.51,0,318.51,0
318.766,0,318.766,0,318.766,0,318.766,0,318.766,0,318.766,0,318.766,0
319.022,0,319.022,0,319.022,0,319.022,0,319.022,0,319.022,0,319.022,0
319.279,0,319.279,0,319.279,0,319.279,0,319.279,0,319.279,0,319.279,0
319.534,0,319.534,0,319.534,0,319.534,0,319.534,0,319.534,0,319.534,0
319.79,0,319.79,0,319.79,0,319.79,0,319.79,0,319.79,0,319.79,0
320.046,0,320.046,0,320.046,0,320.046,0,320.046,0,320.046,0,320.046,0
320.302,0,320.302,0,320.302,0,320.302,0,320.302,0,320.302,0,320.302,0
320.558,0,320.558,0,320.558,0,320.558,0,320.558,0,320.558,0,320.558,0
320.814,0,320.814,0,320.814,0,320.814,0,320.814,0,320.814,0,320.814,0
321.07,0,321.07,0,321.07,0,321.07,0,321.07,0,321.07,0,321.07,0
321.326,0,321.326,0,321.326,0,321.326,0,321.326,0,321.326,0,321.326,0
321.582,0,321.582,0,321.582,0,321.582,0,321.582,0,321.582,0,321.582,0
321.838,0,321.838,0,321.838,0,321.838,0,321.838,0,321.838,0,321.838,0
322.093,0,322.093,0,322.093,0,322.093,0,322.093,0,322.093,0,322.093,0
322.349,0,322.349,0,322.349,0,322.349,0,322.349,0,322.349,0,322.349,0
322.605,0,322.605,0,322.605,0,322.605,0,322.605,0,322.605,0,322.605,0
322.861,0,322.861,0,322.861,0,322.861,0,322.861,0,322.861,0,322.861,0
323.116,0,323.116,0,323.116,0,323.116,0,323.116,0,323.116,0,323.116,0
323.372,0,323.372,0,323.372,0,323.372,0,323.372,0,323.372,0,323.372,0
323.628,0,323.628,0,323.628,0,323.628,0,323.628,0,323.628,0,323.628,0
323.884,0,323.884,0,323.884,0,323.884,0,323.884,0,323.884,0,323.884,0
324.139,0,324.139,0,324.139,0,324.139,0,324.139,0,324.139,0,324.139,0
324.395,0,324.395,0,324.395,0,324.395,0,324.395,0,324.395,0,324.395,0
324.65,0,324.65,0,324.65,0,324.65,0,324.65,0,324.65,0,324.65,0
324.906,0,324.906,0,324.906,0,324.906,0,324.906,0,324.906,0,324.906,0
325.162,0,325.162,0,325.162,0,325.162,0,325.162,0,325.162,0,325.162,0
325.417,0,325.417,0,325.417,0,325.417,0,325.417,0,325.417,0,325.417,0
325.673,0,325.673,0,325.673,0,325.673,0,325.673,0,325.673,0,325.673,0
325.928,0,325.928,0,325.928,0,325.928,0,325.928,0,325.928,0,325.928,0
326.184,0,326.184,0,326.184,0,326.184,0,326.184,0,326.184,0,326.184,0
326.439,0,326.439,0,326.439,0,326.439,0,326.439,0,326.439,0,326.439,0
326.695,0,326.695,0,326.695,0,326.695,0,326.695,0,326.695,0,326.695,0
326.95,0,326.95,0,326.95,0,326.95,0,326.95,0,326.95,0,326.95,0
327.206,0,327.206,0,327.206,0,327.206,0,327.206,0,327.206,0,327.206,0
327.461,0,327.461,0,327.461,0,327.461,0,327.461,0,327.461,0,327.461,0
327.716,0,327.716,0,327.716,0,327.716,0,327.716,0,327.716,0,327.716,0
327.972,0,327.972,0,327.972,0,327.972,0,327.972,0,327.972,0,327.972,0
328.227,0,328.227,0,328.227,0,328.227,0,328.227,0,328.227,0,328.227,0
328.482,0,328.482,0,328.482,0,328.482,0,328.482,0,328.482,0,328.482,0
328.738,0,328.738,0,328.738,0,328.738,0,328.738,0,328.738,0,328.738,0
328.993,0,328.993,0,328.993,0,328.993,0,328.993,0,328.993,0,328.993,0
329.248,0,329.248,0,329.248,0,329.248,0,329.248,0,329.248,0,329.248,0
329.504,0,329.504,0,329.504,0,329.504,0,329.504,0,329.504,0,329.504,0
329.759,0,329.759,0,329.759,0,329.759,0,329.759,0,329.759,0,329.759,0
330.014,0,330.014,0,330.014,0,330.014,0,330.014,0,330.014,0,330.014,0
330.269,0,330.269,0,330.269,0,330.269,0,330.269,0,330.269,0,330.269,0
330.525,0,330.525,0,330.525,0,330.525,0,330.525,0,330.525,0,330.525,0
330.78,0,330.78,0,330.78,0,330.78,0,330.78,0,330.78,0,330.78,0
331.035,0,331.035,0,331.035,0,331.035,0,331.035,0,331.035,0,331.035,0
331.29,0,331.29,0,331.29,0,331.29,0,331.29,0,331.29,0,331.29,0
331.545,0,331.545,0,331.545,0,331.545,0,331.545,0,331.545,0,331.545,0
331.8,0,331.8,0,331.8,0,331.8,0,331.8,0,331.8,0,331.8,0
332.055,0,332.055,0,332.055,0,332.055,0,332.055,0,332.055,0,332.055,0
332.31,0,332.31,0,332.31,0,332.31,0,332.31,0,332.31,0,332.31,0
332.565,0,332.565,0,332.565,0,332.565,0,332.565,0,332.565,0,332.565,0
332.82,0,332.82,0,332.82,0,332.82,0,332.82,0,332.82,0,332.82,0
333.075,0,333.075,0,333.075,0,333.075,0,333.075,0,333.075,0,333.075,0
333.33,0,333.33,0,333.33,0,333.33,0,333.33,0,333.33,0,333.33,0
333.585,0,333.585,0,333.585,0,333.585,0,333.585,0,333.585,0,333.585,0
333.84,0,333.84,0,333.84,0,333.84,0,333.84,0,333.84,0,333.84,0
334.095,0,334.095,0,334.095,0,334.095,0,334.095,0,334.095,0,334.095,0
334.35,0,334.35,0,334.35,0,334.35,0,334.35,0,334.35,0,334.35,0
334.605,0,334.605,0,334.605,0,334.605,0,334.605,0,334.605,0,334.605,0
334.86,0,334.86,0,334.86,0,334.86,0,334.86,0,334.86,0,334.86,0
335.115,0,335.115,0,335.115,0,335.115,0,335.115,0,335.115,0,335.115,0
335.37,0,335.37,0,335.37,0,335.37,0,335.37,0,335.37,0,335.37,0
335.624,0,335.624,0,335.624,0,335.624,0,335.624,0,335.624,0,335.624,0
335.879,0,335.879,0,335.879,0,335.879,0,335.879,0,335.879,0,335.879,0
336.134,0,336.134,0,336.134,0,336.134,0,336.134,0,336.134,0,336.134,0
336.389,0,336.389,0,336.389,0,336.389,0,336.389,0,336.389,0,336.389,0
336.643,0,336.643,0,336.643,0,336.643,0,336.643,0,336.643,0,336.643,0
336.898,0,336.898,0,336.898,0,336.898,0,336.898,0,336.898,0,336.898,0
337.153,0,337.153,0,337.153,0,337.153,0,337.153,0,337.153,0,337.153,0
337.408,0,337.408,0,337.408,0,337.408,0,337.408,0,337.408,0,337.408,0
337.662,0,337.662,0,337.662,0,337.662,0,337.662,0,337.662,0,337.662,0
337.917,0,337.917,0,337.917,0,337.917,0,337.917,0,337.917,0,337.917,0
338.171,0,338.171,0,338.171,0,338.171,0,338.171,0,338.171,0,338.171,0
338.426,0,338.426,0,338.426,0,338.426,0,338.426,0,338.426,0,338.426,0
338.681,0,338.681,0,338.681,0,338.681,0,338.681,0,338.681,0,338.681,0
338.935,0,338.935,0,338.935,0,338.935,0,338.935,0,338.935,0,338.935,0
339.19,0,339.19,0,339.19,0,339.19,0,339.19,0,339.19,0,339.19,0
339.444,0,339.444,0,339.444,0,339.444,0,339.444,0,339.444,0,339.444,0
339.699,0,339.699,0,339.699,0,339.699,0,339.699,0,339.699,0,339.699,0
339.953,0,339.953,0,339.953,0,339.953,0,339.953,0,339.953,0,339.953,0
340.208,0,340.208,0,340.208,0,340.208,0,340.208,0,340.208,0,340.208,0
340.462,0,340.462,0,340.462,0,340.462,0,340.462,0,340.462,0,340.462,0
340.717,0,340.717,0,340.717,0,340.717,0,340.717,0,340.717,0,340.717,0
340.971,0,340.971,0,340.971,0,340.971,0,340.971,0,340.971,0,340.971,0
341.226,0,341.226,0,341.226,0,341.226,0,341.226,0,341.226,0,341.226,0
341.48,0,341.48,0,341.48,0,341.48,0,341.48,0,341.48,0,341.48,0
341.734,0,341.734,0,341.734,0,341.734,0,341.734,0,341.734,0,341.734,0
341.989,0,341.989,0,341.989,0,341.989,0,341.989,0,341.989,0,341.989,0
342.243,0,342.243,0,342.243,0,342.243,0,342.243,0,342.243,0,342.243,0
342.497,0,342.497,0,342.497,0,342.497,0,342.497,0,342.497,0,342.497,0
342.752,0,342.752,0,342.752,0,342.752,0,342.752,0,342.752,0,342.752,0
343.006,0,343.006,0,343.006,0,343.006,0,343.006,0,343.006,0,343.006,0
343.26,0,343.26,0,343.26,0,343.26,0,343.26,0,343.26,0,343.26,0
343.514,0,343.514,0,343.514,0,343.514,0,343.514,0,343.514,0,343.514,0
343.769,0,343.769,0,343.769,0,343.769,0,343.769,0,343.769,0,343.769,0
344.023,0,344.023,0,344.023,0,344.023,0,344.023,0,344.023,0,344.023,0
344.277,0,344.277,0,344.277,0,344.277,0,344.277,0,344.277,0,344.277,0
344.531,0,344.531,0,344.531,0,344.531,0,344.531,0,344.531,0,344.531,0
344.785,0,344.785,0,344.785,0,344.785,0,344.785,0,344.785,0,344.785,0
345.039,0,345.039,0,345.039,0,345.039,0,345.039,0,345.039,0,345.039,0
345.293,0,345.293,0,345.293,0,345.293,0,345.293,0,345.293,0,345.293,0
345.548,0,345.548,0,345.548,0,345.548,0,345.548,0,345.548,0,345.548,0
345.802,0,345.802,0,345.802,0,345.802,0,345.802,0,345.802,0,345.802,0
346.056,0,346.056,0,346.056,0,346.056,0,346.056,0,346.056,0,346.056,0
346.31,0,346.31,0,346.31,0,346.31,0,346.31,0,346.31,0,346.31,0
346.564,0,346.564,0,346.564,0,346.564,0,346.564,0,346.564,0,346.564,0
346.818,0,346.818,0,346.818,0,346.818,0,346.818,0,346.818,0,346.818,0
347.072,0,347.072,0,347.072,0,347.072,0,347.072,0,347.072,0,347.072,0
347.326,0,347.326,0,347.326,0,347.326,0,347.326,0,347.326,0,347.326,0
347.58,0,347.58,0,347.58,0,347.58,0,347.58,0,347.58,0,347.58,0
347.833,0,347.833,0,347.833,0,347.833,0,347.833,0,347.833,0,347.833,0
348.087,0,348.087,0,348.087,0,348.087,0,348.087,0,348.087,0,348.087,0
348.341,0,348.341,0,348.341,0,348.341,0,348.341,0,348.341,0,348.341,0
348.595,0,348.595,0,348.595,0,348.595,0,348.595,0,348.595,0,348.595,0
348.849,0,348.849,0,348.849,0,348.849,0,348.849,0,348.849,0,348.849,0
349.103,0,349.103,0,349.103,0,349.103,0,349.103,0,349.103,0,349.103,0
349.357,0,349.357,0,349.357,0,349.357,0,349.357,0,349.357,0,349.357,0
349.61,0,349.61,0,349.61,0,349.61,0,349.61,0,349.61,0,349.61,0
349.864,0,349.864,0,349.864,0,349.864,0,349.864,0,349.864,0,349.864,0
350.118,0.06,350.118,0.1,350.118,0.11,350.118,0.12,350.118,0.22,350.118,0.19,350.118,0.25
350.372,0.06,350.372,0.09,350.372,0.1,350.372,0.11,350.372,0.22,350.372,0.18,350.372,0.23
350.625,0.06,350.625,0.09,350.625,0.09,350.625,0.1,350.625,0.23,350.625,0.19,350.625,0.24
350.879,0.05,350.879,0.05,350.879,0.06,350.879,0.07,350.879,0.18,350.879,0.13,350.879,0.19
351.133,0.06,351.133,0.03,351.133,0.06,351.133,0.07,351.133,0.18,351.133,0.13,351.133,0.18
351.386,0.05,351.386,0.04,351.386,0.07,351.386,0.08,351.386,0.2,351.386,0.15,351.386,0.2
351.64,0.05,351.64,0.04,351.64,0.07,351.64,0.1,351.64,0.2,351.64,0.16,351.64,0.21
351.894,0.06,351.894,0.05,351.894,0.08,351.894,0.1,351.894,0.21,351.894,0.14,351.894,0.23
352.147,0.05,352.147,0.04,352.147,0.07,352.147,0.1,352.147,0.2,352.147,0.15,352.147,0.23
352.401,0.06,352.401,0.05,352.401,0.08,352.401,0.09,352.401,0.21,352.401,0.16,352.401,0.23
352.654,0.04,352.654,0.06,352.654,0.09,352.654,0.1,352.654,0.19,352.654,0.14,352.654,0.23
352.908,0.05,352.908,0.06,352.908,0.1,352.908,0.12,352.908,0.21,352.908,0.16,352.908,0.24
353.161,0.06,353.161,0.06,353.161,0.1,353.161,0.14,353.161,0.23,353.161,0.19,353.161,0.28
353.415,0.04,353.415,0.05,353.415,0.1,353.415,0.12,353.415,0.19,353.415,0.15,353.415,0.23
353.668,0.04,353.668,0.07,353.668,0.12,353.668,0.13,353.668,0.2,353.668,0.17,353.668,0.25
353.922,0.04,353.922,0.09,353.922,0.13,353.922,0.14,353.922,0.22,353.922,0.19,353.922,0.28
354.175,0.03,354.175,0.09,354.175,0.15,354.175,0.16,354.175,0.23,354.175,0.2,354.175,0.28
354.429,0.04,354.429,0.1,354.429,0.16,354.429,0.16,354.429,0.23,354.429,0.19,354.429,0.29
354.682,0.04,354.682,0.1,354.682,0.16,354.682,0.18,354.682,0.23,354.682,0.23,354.682,0.28
354.935,0.04,354.935,0.1,354.935,0.17,354.935,0.18,354.935,0.23,354.935,0.23,354.935,0.27
355.189,0.04,355.189,0.12,355.189,0.19,355.189,0.23,355.189,0.26,355.189,0.25,355.189,0.3
355.442,0.04,355.442,0.11,355.442,0.2,355.442,0.23,355.442,0.26,355.442,0.28,355.442,0.32
355.696,0.04,355.696,0.13,355.696,0.22,355.696,0.23,355.696,0.28,355.696,0.31,355.696,0.35
355.949,0.04,355.949,0.13,355.949,0.23,355.949,0.2,355.949,0.25,355.949,0.28,355.949,0.32
356.202,0.04,356.202,0.13,356.202,0.23,356.202,0.2,356.202,0.25,356.202,0.31,356.202,0.33
356.455,0.04,356.455,0.12,356.455,0.21,356.455,0.19,356.455,0.24,356.455,0.3,356.455,0.3
356.709,0.04,356.709,0.13,356.709,0.21,356.709,0.2,356.709,0.27,356.709,0.32,356.709,0.31
356.962,0.04,356.962,0.09,356.962,0.19,356.962,0.17,356.962,0.24,356.962,0.28,356.962,0.29
357.215,0.04,357.215,0.08,357.215,0.2,357.215,0.17,357.215,0.25,357.215,0.31,357.215,0.28
357.468,0.04,357.468,0.07,357.468,0.18,357.468,0.15,357.468,0.24,357.468,0.28,357.468,0.27
357.722,0.04,357.722,0.05,357.722,0.15,357.722,0.13,357.722,0.23,357.722,0.25,357.722,0.24
